id,word,root,part_of_speech,meaning,link
2793,לְרַתּוֹת,ר - ת - ה,Verb – pi'el,"to pity, to mercy (talmudic); to be sympathetic to someone (lit.)",/dict/2793-leratot/
6586,רִיתּוּךְ,ר - ת - ך,"Noun – kittul pattern, masculine","welding, soldering",/dict/6586-rituch/
2112,לְרַתֵּךְ,ר - ת - ך,Verb – pi'el,"to weld, to solder",/dict/2112-leratech/
8380,רוֹתֶם,ר - ת - ם,"Noun – kotel pattern, masculine",retama (plant),/dict/8380-rotem/
2113,לִרְתּוֹם,ר - ת - ם,Verb – pa'al,to bridle (an animal),/dict/2113-lirtom/
2114,לְהֵירָתֵם,ר - ת - ם,Verb – nif'al,to be harnessed; to volunteer,/dict/2114-leheratem/
2115,לְהֵירָתֵעַ,ר - ת - ע,Verb – nif'al,"to recoil, to flinch",/dict/2115-leheratea/
2116,לְהַרְתִּיעַ,ר - ת - ע,Verb – hif'il,"to deter, to discourage; to frighten",/dict/2116-lehartia/
3933,מַרְתֵּף,ר - ת - ף,"Noun – maktel pattern, masculine","basement, cellar",/dict/3933-martef/
2117,לְרַתֵּק,ר - ת - ק,Verb – pi'el,"to bind, to confine; to fascinate",/dict/2117-leratek/
6121,מְרַתֵּק,ר - ת - ק,Adjective – mekattel pattern,fascinating,/dict/6121-meratek/
6764,שֶׁ,-,Adverb,"that (as a conjunction); which, who, whom; let, may (indicating desire or requirement — with future tense)",/dict/6764-she/
2118,לִשְׁאוֹב,שׁ - א - ב,Verb – pa'al,"to pump, to draw (liquid, gas)",/dict/2118-lishov/
2119,לְהִישָּׁאֵב,שׁ - א - ב,Verb – nif'al,"to be pumped, to be drawn",/dict/2119-lehishaev/
3519,מַשְׁאָב,שׁ - א - ב,"Noun – maktal pattern, masculine",resource,/dict/3519-mashav/
7026,מַשְׁאֵבָה,שׁ - א - ב,"Noun – maktela pattern, feminine",pump,/dict/7026-masheva/
2120,לִשְׁאוֹג,שׁ - א - ג,Verb – pa'al,"to shout, to roar",/dict/2120-lishog/
6578,לְהִשְׁתָּאוֹת,שׁ - א - ה,Verb – hitpa'el,"to be surprised, to wonder (lit.)",/dict/6578-lehishtaot/
7205,שׁוֹאָה,שׁ - א - ה,Noun – feminine,"disaster, holocaust",/dict/7205-shoa/
39,לִשְׁאוֹל,שׁ - א - ל,Verb – pa'al,to ask; to borrow,/dict/39-lishol/
2121,לְהִישָּׁאֵל,שׁ - א - ל,Verb – nif'al,to be asked; to be borrowed,/dict/2121-lehishael/
2843,שְׁאֵלָה,שׁ - א - ל,"Noun – ktela pattern, feminine",question,/dict/2843-sheela/
2917,הַשְׁאָלָה,שׁ - א - ל,"Noun – haktala pattern, feminine",metaphor; lending,/dict/2917-hashala/
3944,מִשְׁאָל,שׁ - א - ל,"Noun – miktal pattern, masculine","survey, poll",/dict/3944-mishal/
5113,שְׁאִילָה,שׁ - א - ל,"Noun – ktila pattern, feminine",borrowing,/dict/5113-sheila/
7658,שְׁאֵלוֹן,שׁ - א - ל,Noun – masculine,questionnaire,/dict/7658-sheelon/
2122,לְהַשְׁאִיל,שׁ - א - ל,Verb – hif'il,"to lend, to loan",/dict/2122-lehashil/
6410,שָׁאוּל,שׁ - א - ל,Adjective – katul pattern,borrowed,/dict/6410-shaul/
6811,מִשְׁאָלָה,שׁ - א - ל,"Noun – miktala pattern, feminine",wish,/dict/6811-mishala/
7318,שַׁאֲנָן,שׁ - א - נ - ן,Adjective,"smug, careless, complacent; carefree, serene (lit.)",/dict/7318-shaanan/
2123,לִשְׁאוֹף,שׁ - א - ף,Verb – pa'al,to inhale; to aspire,/dict/2123-lishof/
2124,לְהִישָּׁאֵף,שׁ - א - ף,Verb – nif'al,to be inhaled,/dict/2124-lehishaef/
4279,שְׁאִיפָה,שׁ - א - ף,"Noun – ktila pattern, feminine","inhalation; aspiration, ambition",/dict/4279-sheifa/
8878,מַשְׁאֵף,שׁ - א - ף,"Noun – maktel pattern, masculine",inhaler (medicine),/dict/8878-mashef/
47,לְהִישָּׁאֵר,שׁ - א - ר,Verb – nif'al,to remain,/dict/47-lehishaer/
3501,שְׁאָר,שׁ - א - ר,"Noun – ktal pattern, masculine","remainder, the rest",/dict/3501-shear/
2125,לְהַשְׁאִיר,שׁ - א - ר,Verb – hif'il,"to leave, to keep",/dict/2125-lehashir/
6196,שְׂאוֹר,שׂ - א - ר,"Noun – ktol pattern, masculine",leaven,/dict/6196-seor/
6743,שְׁאֵרִית,שׁ - א - ר,Noun – feminine,"remainder, remnant",/dict/6743-sheerit/
8566,הִישָּׁאֲרוּת,שׁ - א - ר,"Noun – hikkatlut pattern, feminine","stay, being, remaining",/dict/8566-hishaarut/
8143,שְׁבִיב,שׁ - ב - ב,"Noun – ktil pattern, masculine","spark, flash (lit.)",/dict/8143-shviv/
6716,שְׁבָב,שׁ - ב - ב,"Noun – ktal pattern, masculine","sliver, chip; microchip (computing)",/dict/6716-shvav/
5254,שֶׁבַח,שׁ - ב - ח,"Noun – ketel pattern, masculine","praise, eulogy",/dict/5254-shevach/
2128,לְשַׁבֵּחַ,שׁ - ב - ח,Verb – pi'el,"to praise, to glorify",/dict/2128-leshabeach/
2129,לְהִשְׁתַּבֵּחַ,שׁ - ב - ח,Verb – hitpa'el,"to brag, to boast; to be praised",/dict/2129-lehishtabeach/
2127,לְהַשְׁבִּיחַ,שׁ - ב - ח,Verb – hif'il,"to improve, to upgrade",/dict/2127-lehashbiach/
7629,שֵׁבֶט,שׁ - ב - ט,"Noun – ketel pattern, masculine","tribe, one of the 12 tribes of Israel; clan (coll.); chapter, branch (of a youth group)",/dict/7629-shevet/
8154,שִׁבְטִי,שׁ - ב - ט,Adjective,tribal,/dict/8154-shivti/
2567,לְשַׁבֵּט,שׁ - ב - ט,Verb – pi'el,to clone,/dict/2567-leshabet/
2488,לְהִישָּׁבוֹת,שׁ - ב - ה,Verb – nif'al,"to be captured, captivated",/dict/2488-lehishavot/
2126,לִשְׁבּוֹת,שׁ - ב - ה,Verb – pa'al,to capture,/dict/2126-lishbot/
7712,שָׁבוּי,שׁ - ב - ה,Adjective – katul pattern,"captive, prisoner",/dict/7712-shavuy/
8417,שֶׁבִי,שׁ - ב - ה,"Noun – ketel pattern, masculine","captivity, imprisonment",/dict/8417-shevi/
3270,שִׁיבּוֹלֶת,שׁ - ב - ל,"Noun – kittolet pattern, feminine",ear (of grain),/dict/3270-shibolet/
3836,שְׁבִיל,שׁ - ב - ל,"Noun – ktil pattern, masculine","path, trail",/dict/3836-shvil/
7879,שִׁבְעָתַייִם,שׁ - ב - ע,Adverb,"many times over, much more (lit.)",/dict/7879-shivatayim/
5862,שְׂבִיעָה,שׂ - ב - ע,"Noun – ktila pattern, feminine",satiation (lit.),/dict/5862-svia/
2130,לִשְׂבּוֹעַ,שׂ - ב - ע,Verb – pa'al,to be satiated,/dict/2130-lisboa/
3377,שְׁבִיעִי,שׁ - ב - ע,Adjective – ktili pattern,seventh,/dict/3377-shvii/
3662,שְׁבוּעָה,שׁ - ב - ע,"Noun – ktula pattern, feminine","oath, vow, promise",/dict/3662-shvua/
3958,שָׁבוּעַ,שׁ - ב - ע,"Noun – katul pattern, masculine",week,/dict/3958-shavua/
8657,שְׁבוּעִי,שׁ - ב - ע,Adjective,weekly,/dict/8657-shvui/
7865,שְׁבוּעַייִם,שׁ - ב - ע,Noun – masculine,"two weeks, fortnight",/dict/7865-shvuayim/
2131,לְהִישָּׁבֵעַ,שׁ - ב - ע,Verb – nif'al,"to swear, to promise",/dict/2131-lehishavea/
2132,לְהַשְׁבִּיעַ,שׁ - ב - ע,Verb – hif'il,"to swear in, to take an oath (from someone)",/dict/2132-lehashbia/
5710,לְהַשְׂבִּיעַ,שׂ - ב - ע,Verb – hif'il,"to satiate, to satisfy",/dict/5710-lehasbia/
6592,שָׂבֵעַ,שׂ - ב - ע,Adjective – katel pattern,"satiated, full (of food)",/dict/6592-savea/
7127,שֶׁבַע,שׁ - ב - ע,Cardinal numeral,seven,/dict/7127-sheva/
2134,לְהִשְׁתַּבֵּץ,שׁ - ב - ץ,Verb – hitpa'el,to be integrated,/dict/2134-lehishtabetz/
3278,מִשְׁבֶּצֶת,שׁ - ב - ץ,"Noun – miktelet pattern, feminine","square (on a chessboard, on checkered cloth, etc.)",/dict/3278-mishbetzet/
2133,לְשַׁבֵּץ,שׁ - ב - ץ,Verb – pi'el,"to embed; to assign (to a job, a class, etc.)",/dict/2133-leshabetz/
6387,לִשְׁבּוֹק,ש - ב - ק,Verb – pa'al,"to leave, to abandon (lit.); to be exhausted, to be dead, to break down (slang)",/dict/6387-lishbok/
2135,לִשְׁבּוֹר,שׁ - ב - ר,Verb – pa'al,"to break, to shatter",/dict/2135-lishbor/
2136,לְהִישָּׁבֵר,שׁ - ב - ר,Verb – nif'al,"to be broken, to be fractured",/dict/2136-lehishaver/
3184,מִשְׁבָּר,שׁ - ב - ר,"Noun – miktal pattern, masculine","large wave, breaker",/dict/3184-mishbar/
3515,מַשְׁבֵּר,שׁ - ב - ר,"Noun – maktel pattern, masculine",crisis; turning point,/dict/3515-mashber/
4379,שֶׁבֶר,שׁ - ב - ר,"Noun – ketel pattern, masculine","fraction (mathematics); break, fracture; fragment, shard",/dict/4379-shever/
4967,שָׁבִיר,שׁ - ב - ר,Adjective – katil pattern,fragile,/dict/4967-shavir/
4968,שָׁבוּר,שׁ - ב - ר,Adjective – katul pattern,"broken, fractured; depressed, despondent",/dict/4968-shavur/
4969,לְהַשְׁבִּיר,שׁ - ב - ר,Verb – hif'il,to sell the crop,/dict/4969-lehashbir/
7897,שַׁבְרִיר,שׁ - ב - ר,Noun – masculine,"splinter, fragment, shard; fraction, small part",/dict/7897-shavrir/
7898,שַׁבְרִירִי,שׁ - ב - ר,Adjective,"frail, fragile",/dict/7898-shavriri/
2426,לְשַׁבֵּר,שׁ - ב - ר,Verb – pi'el,"to shatter, to break",/dict/2426-leshaber/
8068,שִׁיבּוּשׁ,שׁ - ב - שׁ,"Noun – kittul pattern, masculine","disruption; mistake, error",/dict/8068-shibush/
2138,לְהִשְׁתַּבֵּשׁ,שׁ - ב - שׁ,Verb – hitpa'el,"to be disrupted, to be hampered; to be confused",/dict/2138-lehishtabesh/
2137,לְשַׁבֵּשׁ,שׁ - ב - שׁ,Verb – pi'el,"to disrupt, to garble, to distort",/dict/2137-leshabesh/
5077,שְׁבִיתָה,שׁ - ב - ת,"Noun – ktila pattern, feminine",strike (stopping from work),/dict/5077-shvita/
5078,שַׁבָּת,שׁ - ב - ת,Noun – feminine,"Saturday, Sabbath, day of rest",/dict/5078-shabat/
8002,שַׁבְּתַאי,שׁ - ב - ת,Noun – masculine,Saturn (planet),/dict/8002-shabtay/
2560,לְהַשְׁבִּית,שׁ - ב - ת,Verb – hif'il,"to stop working, to strike",/dict/2560-lehashbit/
2139,לִשְׁבּוֹת,שׁ - ב - ת,Verb – pa'al,"to stop working, to strike",/dict/2139-lishbot/
5183,שְׁגִיאָה,שׁ - ג - א,"Noun – ktila pattern, feminine","error, mistake",/dict/5183-shgia/
3425,נִשְׂגָּב,שׂ - ג - ב,Adjective – niktal pattern,"lofty, exalted",/dict/3425-nisgav/
2596,לִשְׁגּוֹג,שׁ - ג - ג,Verb – pa'al,"to err, to sin unintentionally (Judaism)",/dict/2596-lishgog/
4370,הַשְׁגָּחָה,שׁ - ג - ח,"Noun – haktala pattern, feminine",supervision,/dict/4370-hashgacha/
7940,מַשְׁגִּיחַ,שׁ - ג - ח,"Noun – maktil pattern, masculine","supervisor, overseer; proctor, inspector",/dict/7940-mashgiach/
2141,לְהַשְׁגִּיחַ,שׁ - ג - ח,Verb – hif'il,to supervise,/dict/2141-lehashgiach/
2140,לִשְׁגּוֹת,שׁ - ג - ה,Verb – pa'al,"to err, to make a mistake",/dict/2140-lishgot/
4110,שָׁגוּי,שׁ - ג - ה,Adjective – katul pattern,"wrong, erroneous, mistaken",/dict/4110-shaguy/
5297,שִׁיגָּיוֹן,שׁ - ג - ה,"Noun – kittalon pattern, masculine","quirk, whim, caprice (lit.)",/dict/5297-shigayon/
8286,מִשְׁגָּל,שׁ - ג - ל,"Noun – miktal pattern, masculine","coitus, sexual intercourse",/dict/8286-mishgal/
5615,מְשׁוּגָּע,שׁ - ג - ע,Adjective – mekuttal pattern,"crazy, mad",/dict/5615-meshuga/
2437,לְהִשְׁתַּגֵּעַ,שׁ - ג - ע,Verb – hitpa'el,"to go crazy, to get mad",/dict/2437-lehishtagea/
2142,לְשַׁגֵּעַ,שׁ - ג - ע,Verb – pi'el,"to render crazy, to madden",/dict/2142-leshagea/
3583,שִׁיגָּעוֹן,שׁ - ג - ע,"Noun – kittalon pattern, masculine","madness, craziness; quirk",/dict/3583-shigaon/
6963,שִׁיגּוּר,שׁ - ג - ר,"Noun – kittul pattern, masculine","launch; sending, dispatching",/dict/6963-shigur/
8285,שָׁגוּר,שׁ - ג - ר,Adjective – katul pattern,"common, customary; routine",/dict/8285-shagur/
2143,לְשַׁגֵּר,שׁ - ג - ר,Verb – pi'el,"to send, to dispatch; to launch (a rocket)",/dict/2143-leshager/
7042,שִׁגְרָתִי,שׁ - ג - ר,Adjective,"routine, standard, ordinary",/dict/7042-shigrati/
7041,שִׁגְרָה,שׁ - ג - ר,"Noun – kitla pattern, feminine",routine,/dict/7041-shigra/
4806,שַׁגְרִירוּת,שׁ - ג - ר - ר,Noun – feminine,embassy,/dict/4806-shagrirut/
4805,שַׁגְרִיר,שׁ - ג - ר - ר,"Noun – kattil pattern, masculine","ambassador, envoy, emissary",/dict/4805-shagrir/
7297,שִׂיגְשׂוּג,שׂ - ג - שׂ - ג,"Noun – kittul pattern, masculine",prosperity,/dict/7297-sigsug/
2144,לְשַׂגְשֵׂג,שׂ - ג - שׂ - ג,Verb – pi'el,"to flourish, to prosper",/dict/2144-lesagseg/
7352,שָׁד,-,Noun – masculine,breast,/dict/7352-shad/
8426,שֵׁד,-,Noun – masculine,"👿 demon, fiend",/dict/8426-shed/
5333,שׁוֹד,שׁ - ד - ד,"Noun – kotel pattern, masculine","robbery, burglary",/dict/5333-shod/
2145,לִשְׁדּוֹד,שׁ - ד - ד,Verb – pa'al,"to rob, to plunder",/dict/2145-lishdod/
2146,לְהִישָּׁדֵד,שׁ - ד - ד,Verb – nif'al,"to be robbed, to be plundered",/dict/2146-lehishaded/
4312,שָׂדֶה,-,Noun – masculine,field,/dict/4312-sade/
8052,שְׂדֵה תְּעוּפָה,-,Noun,"airfield, airport",/dict/8052-sde-teufa/
8266,שִׁידּוּךְ,שׁ - ד - ך,"Noun – kittul pattern, masculine",matchmaking,/dict/8266-shiduch/
3449,שַׁדְכָן,שׁ - ד - ך,"Noun – katlan pattern, masculine",matchmaker; stapler (coll.),/dict/3449-shadchan/
5027,לְהִשְׁתַּדֵּךְ,שׁ - ד - ך,Verb – hitpa'el,"to be matched with someone (עם); to court, to seek marriage (אל); to hook up with someone (עם)",/dict/5027-lehishtadech/
2147,לְשַׁדֵּךְ,שׁ - ד - ך,Verb – pi'el,"to pair, to act as matchmaker",/dict/2147-leshadech/
7338,הִשְׁתַּדְּלוּת,שׁ - ד - ל,"Noun – hitkattlut pattern, feminine",efforts,/dict/7338-hishtadlut/
2149,לְהִשְׁתַּדֵּל,שׁ - ד - ל,Verb – hitpa'el,to make efforts; to lobby,/dict/2149-lehishtadel/
2148,לְשַׁדֵּל,שׁ - ד - ל,Verb – pi'el,"to persuade, to lobby; to seduce",/dict/2148-leshadel/
7057,שִׁידּוּר,שׁ - ד - ר,"Noun – kittul pattern, masculine","broadcast, transmission",/dict/7057-shidur/
5191,מַשְׁדֵּר,שׁ - ד - ר,"Noun – maktel pattern, masculine","transmitter (radio, etc.)",/dict/5191-mashder/
5190,מִשְׁדָּר,שׁ - ד - ר,"Noun – miktal pattern, masculine","transmission, broadcast (radio, TV, etc.)",/dict/5190-mishdar/
7348,שְׂדֵרָה,שׂ - ד - ר,"Noun – ktela pattern, feminine","boulevard, avenue",/dict/7348-sdera/
7919,תַּשְׁדִּיר,שׁ - ד - ר,"Noun – taktil pattern, masculine","broadcast, transmission, TV or radio advertisement",/dict/7919-tashdir/
2150,לְשַׁדֵּר,שׁ - ד - ר,Verb – pi'el,"to transmit, to broadcast",/dict/2150-leshader/
2521,לְהִשְׁתַּדְרֵג,שׁ - ד - ר - ג,Verb – hitpa'el,to get upgraded,/dict/2521-lehishtadreg/
2520,לְשַׁדְרֵג,שׁ - ד - ר - ג,Verb – pi'el,to upgrade,/dict/2520-leshadreg/
4416,שֶׂה,-,Noun – masculine,lamb (male),/dict/4416-se/
8339,שְׁהִייָּה,שׁ - ה - ה,"Noun – ktila pattern, feminine","stay, staying",/dict/8339-shehiya/
3838,הַשְׁהָיָה,שׁ - ה - ה,"Noun – haktala pattern, feminine","delay, postponement",/dict/3838-hashhaya/
2151,לִשְׁהוֹת,שׁ - ה - ה,Verb – pa'al,"to stay, to spend time",/dict/2151-lishhot/
2153,לְהִשְׁתַּהוֹת,שׁ - ה - ה,Verb – hitpa'el,"to be delayed, to be late",/dict/2153-lehishtahot/
7349,שָׁהוּי,שׁ - ה - ה,Adjective – katul pattern,"laggard, slow",/dict/7349-shahuy/
2152,לְהַשְׁהוֹת,שׁ - ה - ה,Verb – hif'il,"to delay, to postpone",/dict/2152-lehashhot/
5773,לְשַׁהֵק,שׁ - ה - ק,Verb – pi'el,to hiccup,/dict/5773-leshahek/
3949,מִשְׁווָאָה,שׁ - ו - א,"Noun – miktala pattern, feminine",equation,/dict/3949-mishvaa/
8434,שָׁווְא,שׁ - ו - א,Noun – masculine,"futility, vanity, emptiness (lit.)",/dict/8434-shav/
4025,הַשְׁווָאָה,שׁ - ו - א,"Noun – haktala pattern, feminine",comparison; equalisation,/dict/4025-hashvaa/
2155,לְהָשִׁיב,שׁ - ו - ב,Verb – hif'il,to return (something); to reply,/dict/2155-lehashiv/
3744,תְּשׁוּבָה,שׁ - ו - ב,"Noun – tkula pattern, feminine","answer, reply; solution (to a problem); repentance",/dict/3744-tshuva/
5369,מָשׁוֹב,שׁ - ו - ב,"Noun – miktal pattern, masculine",feedback,/dict/5369-mashov/
4335,שׁוּב,שׁ - ו - ב,Adverb,again,/dict/4335-shuv/
4843,לְהִשְׁתּוֹבֵב,שׁ - ו - ב,Verb – hitpa'el,"to misbehave, to be mischevious",/dict/4843-lehishtovev/
5130,שִׁיבָה,שׁ - ו - ב,"Noun – ktila pattern, feminine","return, homecoming",/dict/5130-shiva/
2154,לָשׁוּב,שׁ - ו - ב,Verb – pa'al,to return; to do again,/dict/2154-lashuv/
6362,מְשִׁיבוֹן,שׁ - ו - ב,Noun – masculine,answering machine,/dict/6362-meshivon/
6159,שׁוֹבָב,-,Adjective,"mischievous, naughty",/dict/6159-shovav/
2636,לָשׂוּחַ,שׂ - ו - ח,Verb – pa'al,"to stroll, to walk (lit.)",/dict/2636-lasuach/
5833,לָשׁוּחַ,שׁ - ו - ח,Verb – pa'al,"to be bent, to be hunched (lit.)",/dict/5833-lashuach/
5892,שִׁיטָה,שׁ - ו - ט,"Noun – ktila pattern, feminine","method, approach",/dict/5892-shita/
2475,לָשׁוּט,שׁ - ו - ט,Verb – pa'al,"to float, to row",/dict/2475-lashut/
2159,לְשׁוֹטֵט,שׁ - ו - ט,Verb – pi'el,"to stray, to wander around",/dict/2159-leshotet/
7733,שִׁיטָתִי,שׁ - ו - ט,Adjective,"methodical, systematic",/dict/7733-shitati/
5429,לְהָשִׁיט,שׁ - ו - ט,Verb – hif'il,to float (something); to transport by water,/dict/5429-lehashit/
8653,שִׁווְיוֹן,שׁ - ו - ה,"Noun – kitlon pattern, masculine",equality,/dict/8653-shivyon/
2158,לְהִשְׁתַּוּוֹת,שׁ - ו - ה,Verb – hitpa'el,to become equal; to reach a compromise,/dict/2158-lehishtavot/
2794,לִשְׁווֹת,שׁ - ו - ה,Verb – pa'al,"to be equal, to match (ב־, ל־)",/dict/2794-lishvot/
7826,שׁוֹוִי,שׁ - ו - ה,"Noun – kotel pattern, masculine","value, worth",/dict/7826-shovi/
2156,לְהַשְׁווֹת,שׁ - ו - ה,Verb – hif'il,to compare; to make equal,/dict/2156-lehashvot/
2157,לְשַׁוּוֹת,שׁ - ו - ה,Verb – pi'el,to give (an appearance),/dict/2157-leshavot/
4939,שׁוּלְחָן,-,Noun – masculine,table,/dict/4939-shulchan/
4485,שׁוּלַייִם,-,Noun – masculine,"margins; brim (of clothing, hat)",/dict/4485-shulayim/
6870,שׁוּם,-,Noun – masculine,🧄 garlic,/dict/6870-shum/
8696,שׁוּמָּר,-,Noun,fennel (plant),/dict/8696-shumar/
2467,לְשַׁווֵּעַ,שׁ - ו - ע,Verb – pi'el,"to yearn, to implore, to need desperately (lit.)",/dict/2467-leshavea/
8311,תְּשׁוּעָה,שׁ - ו - ע,"Noun – tkula pattern, feminine","salvation, help, rescue (lit.)",/dict/8311-tshua/
7045,מְשַׁווֵּעַ,שׁ - ו - ע,Adjective – mekattel pattern,"outrageous, atrocious, abominable",/dict/7045-meshavea/
7738,שׁוּעָל,-,Noun – masculine,🦊 fox,/dict/7738-shual/
7609,לְהִשְׁתּוֹפֵף,שׁ - ו - ף,Verb – hitpa'el,"to crouch, to bend (lit.)",/dict/7609-lehishtofef/
2796,לָשׁוּף,שׁ - ו - ף,Verb – pa'al,"to crush, to trample (biblical)",/dict/2796-lashuf/
8093,שׁוֹפִין,-,Noun,"file (carpentry, metalwork)",/dict/8093-shofin/
2160,לְהַשְׁווִיץ,שׁ - ו - ץ,Verb – hif'il,to boast (coll.),/dict/2160-lehashvitz/
2161,לְשַׁווֵּק,שׁ - ו - ק,Verb – pi'el,"to market, to sell",/dict/2161-leshavek/
5210,שׁוּק,שׁ - ו - ק,"Noun – ketel pattern, masculine",market,/dict/5210-shuk/
6364,שׁוֹק,-,Noun – feminine,shin (part of the leg); leg (of poultry); side (of a polygon); leg (of a pair of compasses),/dict/6364-shok/
6752,תְּשׁוּקָה,שׁ - ו - ק,"Noun – tkula pattern, feminine","lust, desire, passion",/dict/6752-tshuka/
6755,שִׁיוּוּק,שׁ - ו - ק,"Noun – kittul pattern, masculine",marketing,/dict/6755-shivuk/
6208,שׁוֹקוֹלָד,-,Noun – masculine,chocolate,/dict/6208-shokolad/
6209,שׁוֹקוֹלָדָה,-,Noun – feminine,chocolate,/dict/6209-shokolada/
4336,שׁוֹר,שׁ - ו - ר,"Noun – ketel pattern, masculine",ox; Taurus,/dict/4336-shor/
5080,תְּשׁוּרָה,שׁ - ו - ר,"Noun – tkula pattern, feminine","gift, present",/dict/5080-tshura/
3814,לָשׁוּר,שׁ - ו - ר,Verb – pa'al,"to behold, to look (poetic)",/dict/3814-lashur/
6701,שׁוּרָה,-,Noun – feminine,"row, line, series; line of text",/dict/6701-shura/
6699,שׁוֹשֶׁלֶת,שׁ - ו - שׁ - ל,"Noun – kattelet pattern, feminine",dynasty,/dict/6699-shoshelet/
7310,שׁוֹשָׁן,-,Noun,lily,/dict/7310-shoshan/
8359,שׁוֹשַׁנָּה,-,Noun – feminine,lily; rose (archaic),/dict/8359-shoshana/
7556,שְׁזִיף,-,Noun – masculine,plum,/dict/7556-shezif/
2162,לְהִשְׁתַּזֵּף,שׁ - ז - ף,Verb – hitpa'el,"to sunbathe, to tan",/dict/2162-lehishtazef/
7510,שִׁיזּוּף,שׁ - ז - ף,"Noun – kittul pattern, masculine","suntan, suntanning",/dict/7510-shizuf/
7509,שָׁזוּף,שׁ - ז - ף,Adjective – katul pattern,suntanned,/dict/7509-shazuf/
5237,לִשְׁזוֹף,שׁ - ז - ף,Verb – pa'al,"to tan, to bronze; to gaze, to stare at (לשזוף עיניים ב־)",/dict/5237-lishzof/
4821,לִשְׁזוֹר,שׁ - ז - ר,Verb – pa'al,to weave,/dict/4821-lishzor/
3904,שׁוֹחַד,שׁ - ח - ד,"Noun – kotel pattern, masculine",bribe,/dict/3904-shochad/
2163,לְשַׁחֵד,שׁ - ח - ד,Verb – pi'el,to bribe,/dict/2163-leshached/
2165,לְהִשְׁתַּחֲווֹת,שׁ - ח - ו - ה,Verb – hitpa'el,"to bow, to bow down, to worship (ל-)",/dict/2165-lehishtachavot/
2166,לְהַשְׁחִיז,שׁ - ח - ז,Verb – hif'il,"to sharpen, to grind",/dict/2166-lehashchiz/
2167,לְשַׁחְזֵר,שׁ - ח - ז - ר,Verb – pi'el,"to reconstruct, to restore",/dict/2167-leshachzer/
2168,לִשְׁחוֹט,שׁ - ח - ט,Verb – pa'al,"to slaughter, to butcher",/dict/2168-lishchot/
7917,שָׁחוּט,שׁ - ח - ט,Adjective – katul pattern,"slaughtered, butchered",/dict/7917-shachut/
2169,לְהִישָּׁחֵט,שׁ - ח - ט,Verb – nif'al,"to be slaughtered, to be butchered",/dict/2169-lehishachet/
7078,שְׂחִייָּה,שׂ - ח - ה,"Noun – ktila pattern, feminine",🏊 swimming,/dict/7078-schiya/
5832,לִשְׁחוֹת,שׁ - ח - ה,Verb – pa'al,"to bow down, to stoop, to bend over (lit.)",/dict/5832-lishchot/
3450,שַׂחְייָן,שׂ - ח - ה,"Noun – katlan pattern, masculine",swimmer,/dict/3450-sachyan/
2164,לִשְׂחוֹת,שׂ - ח - ה,Verb – pa'al,to swim,/dict/2164-lischot/
4255,מִשְׂחֶה,שׂ - ח - ה,"Noun – miktal pattern, masculine",heat (swimming),/dict/4255-mische/
2171,לְהִשְׁתַּחֵל,שׁ - ח - ל,Verb – hitpa'el,to squeeze one's way through (coll.),/dict/2171-lehishtachel/
7937,שַׁחַל,שׁ - ח - ל,"Noun – ketel pattern, masculine",lion (biblical),/dict/7937-shachal/
2170,לְהַשְׁחִיל,שׁ - ח - ל,Verb – hif'il,"to insert (a thread into a needle), to put (beads) on a string",/dict/2170-lehashchil/
4023,שָׁחוּם,שׁ - ח - ם,Adjective – katul pattern,dark-skinned,/dict/4023-shachum/
4024,לְהַשְׁחִים,שׁ - ח - ם,Verb – hif'il,"to tan; to become brown (baking, cooking)",/dict/4024-lehashchim/
6653,שַׁחְמָט,-,Noun – masculine,chess,/dict/6653-shachmat/
5444,שַׁחֶפֶת,שׁ - ח - ף,"Noun – kattelet pattern, feminine",tuberculosis,/dict/5444-shachefet/
7762,שַׁחַף,שׁ - ח - ף,"Noun – ketel pattern, masculine",seagull,/dict/7762-shachaf/
3907,שַׁחַץ,שׁ - ח - ץ,"Noun – ketel pattern, masculine","arrogance, haughtiness (lit.)",/dict/3907-shachatz/
3908,שַׁחְצָן,שׁ - ח - ץ,"Noun – katlan pattern, masculine","braggart, boastful person",/dict/3908-shachtzan/
2173,לִשְׁחוֹק,שׁ - ח - ק,Verb – pa'al,"to erode, to wear",/dict/2173-lishchok/
2174,לְהִישָּׁחֵק,שׁ - ח - ק,Verb – nif'al,"to be eroded, worn down",/dict/2174-lehishachek/
3162,מִשְׂחָק,שׂ - ח - ק,"Noun – miktal pattern, masculine",game,/dict/3162-mischak/
3163,שַׂחְקָן,שׂ - ח - ק,"Noun – katlan pattern, masculine",player; actor,/dict/3163-sachkan/
2172,לְשַׂחֵק,שׂ - ח - ק,Verb – pi'el,to play (a game); to play a role,/dict/2172-lesachek/
6223,שָׁחוּק,שׁ - ח - ק,Adjective – katul pattern,"worn out, eroded; tired, exhausted, fatigued",/dict/6223-shachuk/
2915,הַשְׁחָרָה,שׁ - ח - ר,"Noun – haktala pattern, feminine","blackening, tarnishing",/dict/2915-hashchara/
3481,שָׁחוֹר,שׁ - ח - ר,Adjective – katol pattern,black,/dict/3481-shachor/
4116,שַׁחַר,שׁ - ח - ר,"Noun – ketel pattern, masculine","dawn, sunrise",/dict/4116-shachar/
